Shipment_ID,Transport,Department,Pickup_time,Pickup_date,Delivery_time,Delivery_date,Collection_Name,Collection_City,Collection_Address,Collection_Postal_Code,Delivery_Name,Delivery_City,Delivery_Address,Delivery_Postal_Code,Weight,Volume,Ldm,Content,Units,Unit_type,Hazardous,Cost
NAESJ-DT430,,TEST1,09:00-11:00,2026-01-06,07:00-15:00,2026-01-06,BRING,MOSEDE,VENTRUPPARKEN 4 DK 2670  MOSEDE,2670.0,FLITTIG.DK APS,KOLDING,ESSEN 16,6000.0,11000.0,0.0,13.2,PALLER,33,PLL,False,2000.0
NAESJ-DT159,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-16,FYNBO FOODS A/S,VRÅ,SIGENVEJ 9 DK-9760 VRÅ,9760.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,2406.0,0.0,1.2,UNSPECIFIED GOODS,3,PLL,False,4100.0
NAESJ-DT293,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-16,NOPA NORDIC A/S,HOBRO,FINN THOSTRUP ENGEN 1 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,8468.0,0.0,4.4,UNSPECIFIED GOODS,11,PLL,False,5700.0
NAESJ-DT239,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 11 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,6230.0,0.0,4.4,UNSPECIFIED GOODS,11,PLL,False,5700.0
NAESJ-DT582,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 11 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,1191.0,0.0,0.8,UNSPECIFIED GOODS,2,PLL,False,3800.0
NAESJ-DT661,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,3960.0,0.0,3.6,UNSPECIFIED GOODS,36,QPL,False,4900.0
NAESJ-DT165,,TEST1,23:59-23:59,2026-01-12,23:59-23:59,2026-01-13,GS DSV ROAD A/S SUBWAREHOUSE GATE,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,5277.0,18.418,4.8,COOP FULDKORNSTORTIL,23,PLL,False,5500.0
NAESJ-DT819,,TEST1,00:01-23:59,2026-01-06,07:00-08:00,2026-01-19,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,AIRTEAM BYGN OL SVANEMØLLENS KASER,KØBENHAVN Ø,RYVANGS ALLÉ 1 DK-2100 KØBENHAVN Ø,2100.0,2400.0,46.08,13.6,-,12,PLT,False,6200.0
NAESJ-DT082,,TEST1,07:30-14:00,2026-01-19,00:01-23:59,2026-01-20,RIEMANN A/S,HILLERØD,KRAKASVEJ 8,3400.0,H DAUGAARD,VAMDRUP,"BAVNEVEJ 13, VAMDRUP, DANMARK DK-6580 VAMDRUP",6580.0,4810.0,17.568,4.8,ANTIPERSPIRANT,12,EUR,False,1400.0
NAESJ-DT518,,TEST1,07:00-13:30,2026-01-06,06:00-13:00,2026-01-12,DSV ROAD A S,HORSENS,MOSSVEJ 27,8700.0,HØRKRAM SCHULZ FOOD SERVICE,SORO,CENTERVEJ 1 DK 4180  SORO,4180.0,4671.0,0.0,2.8,MEL/GRYN,7,EUR,False,4500.0
NAESJ-DT862,,TEST1,23:59-23:59,2026-01-06,23:59-23:59,2026-01-12,GS NUPO/POSTNORD KØGE,KØGE,SLEIPNERSVEJ 4 DK-4600 KØGE,4600.0,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,3609.0,22.464,7.2,1/4 PL DISPLAY NUPO,18,PLL,False,1400.0
NAESJ-DT522,,TEST1,00:01-23:59,2026-01-06,07:00-08:00,2026-01-19,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,AIRTEAM BYGN OL SVANEMØLLENS KASER,KØBENHAVN Ø,RYVANGS ALLÉ 1 DK-2100 KØBENHAVN Ø,2100.0,2400.0,46.08,13.6,-,12,PLT,False,6200.0
NAESJ-DT644,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,FILTERNEW APS,BORUP,BAEKGARDSVEJ 72,4140.0,CABOLA APS & TEKNIK C/O AIRTEAM A/,KOLDING,"AMBOLTEN 22, BAGVED BYGNING - GRØN",6000.0,1250.0,19.008,3.6,FILTER,11,CLL,False,1100.0
NAESJ-DT701,,TEST1,07:00-15:00,2026-01-05,00:01-23:59,2026-01-06,DSV,HEDEHUSENE,HEDELANDSVEJ 28 DK-2640 HEDEHUSENE,2640.0,DISTRIBUTION PLUS,VADUM,CHARLES LINDBERGHS VEJ 9 DK-9430 VADUM,9430.0,0.0,0.0,10.8,GAVE ARTIKLER,27,PLL,False,3000.0
NAESJ-DT458,,TEST1,07:00-15:00,2026-01-05,00:01-23:59,2026-01-06,DSV,HEDEHUSENE,HEDELANDSVEJ 28 DK-2640 HEDEHUSENE,2640.0,DISTRIBUTION PLUS,VADUM,CHARLES LINDBERGHS VEJ 9 DK-9430 VADUM,9430.0,0.0,0.0,8.0,GAVE ARTIKLER,20,PLL,False,2500.0
NAESJ-DT206,,TEST1,07:00-15:00,2026-01-05,00:01-23:59,2026-01-06,DSV,HEDEHUSENE,HEDELANDSVEJ 28 DK-2640 HEDEHUSENE,2640.0,DISTRIBUTION PLUS,VADUM,CHARLES LINDBERGHS VEJ 9 DK-9430 VADUM,9430.0,0.0,0.0,1.2,GAVE ARTIKLER,3,PLL,False,1300.0
NAESJ-DT374,,TEST1,07:00-15:00,2026-01-05,00:01-23:59,2026-01-06,DSV,HEDEHUSENE,HEDELANDSVEJ 28 DK-2640 HEDEHUSENE,2640.0,DISTRIBUTION PLUS,VADUM,CHARLES LINDBERGHS VEJ 9 DK-9430 VADUM,9430.0,0.0,0.0,3.2,GAVE ARTIKLER,8,PLL,False,1700.0
NAESJ-DT385,,TEST1,00:01-23:59,2026-01-06,07:00-08:00,2026-01-19,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,AIRTEAM BYGN OL SVANEMØLLENS KASER,KØBENHAVN Ø,RYVANGS ALLÉ 1 DK-2100 KØBENHAVN Ø,2100.0,1650.0,21.12,6.0,-,11,PLT,False,4300.0
NAESJ-DT676,,TEST1,09:00-10:00,2026-01-06,07:00-13:00,2026-01-06,SØREN LARSEN A/S,KØGE,SLEIPNERSVEJ 2 DK-4600 KØGE,4600.0,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,0.0,0.0,13.6,,1,LOAD,False,2400.0
NAESJ-DT657,,TEST1,23:59-23:59,2026-01-12,23:59-23:59,2026-01-13,GS DSV ROAD SUB WAREHOUSE,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,1459.0,2.112,0.8,1/4 PL ØKO COOP HVED,2,PLL,False,3400.0
NAESJ-DT375,,TEST1,23:59-23:59,2026-01-16,23:59-23:59,2026-01-19,"GS NORDIC SUGAR A/S,  SKOVALLEEN",NYKØBING F,SKOVALLEEN 28 DK-4800 NYKØBING F,4800.0,AALBORG TØRVARECENTER,AALBORG,"HOBROVEJ 461, SKALBORG DK-9200 AALBORG SV",9200.0,7380.0,11.52,8.8,1/4 PL. SUKKER DAN S,22,PLL,False,2700.0
NAESJ-DT787,,TEST1,00:01-23:59,2026-01-12,08:00-08:45,2026-01-13,DESPEC DENMARK A/S,LYNGE,VASSINGERØDVEJ 25 DK-3540 LYNGE,3540.0,ENTERTAINMENT TRADING A/S,NØRRESUNDBY,LOFTBROVEJ 28-30 GATE 1-7,9400.0,3200.0,29.376,6.8,X,17,EUR,False,2300.0
NAESJ-DT053,,TEST1,23:59-23:59,2026-01-12,23:59-23:59,2026-01-13,GS DAN CAKE A/S,GIVE,HJORTSVANGEN 15 DK-7323 GIVE,7323.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,559.0,2.712,1.2,1/4 PL MARCIPANROULA,3,PLL,False,3100.0
NAESJ-DT820,,TEST1,23:59-23:59,2026-01-06,23:59-23:59,2026-01-12,GS NUPO/POSTNORD KØGE,KØGE,SLEIPNERSVEJ 4 DK-4600 KØGE,4600.0,AALBORG TØRVARECENTER,AALBORG,"HOBROVEJ 461, SKALBORG DK-9200 AALBORG SV",9200.0,4911.0,30.576,10.0,1/4 PL DISPLAY NUPO,25,PLL,False,2900.0
NAESJ-DT904,,TEST1,00:01-23:59,2026-01-05,08:00-12:00,2026-01-06,STOK EMBALLAGE A/S,MIDDELFART,FALSTERSVEJ 11 PORT 4-11,5500.0,SMOKA I/S,KØBENHAVN,U-VEJ 7 DK 2300  KØBENHAVN,2300.0,1500.0,6.6,2.5,598587,5,PLT,False,2700.0
NAESJ-DT874,,TEST1,14:00-14:30,2026-01-12,15:00-16:30,2026-01-12,DAGROFA LOGISTIK,RINGSTED,KÆRUP PARKVEJ 5 DK-4100 RINGSTED,4100.0,DGFS,MIDDELFART,LANGELANDSVEJ 17 DK-5500 MIDDELFART,5500.0,10000.0,0.0,13.6,"LIMITED QUANTITY, FO",1,LOAD,False,1800.0
NAESJ-DT170,,TEST1,23:59-23:59,2026-01-19,23:59-23:59,2026-01-20,NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 13 DK-9500 HOBRO,9500.0,ALBERTSLUND TØRVARECENTER,ALBERTSLUND,ROSKILDEVEJ 45 DK-2620 ALBERTSLUND,2620.0,6821.0,12.023,7.6,365 FLYDENDE VASK CO,19,PLL,False,7500.0
NAESJ-DT217,,TEST1,14:00-14:30,2026-01-12,15:00-16:30,2026-01-12,DAGROFA LOGISTIK,RINGSTED,KÆRUP PARKVEJ 5 DK-4100 RINGSTED,4100.0,DGFS,MIDDELFART,LANGELANDSVEJ 17 DK-5500 MIDDELFART,5500.0,10000.0,0.0,13.6,"LIMITED QUANTITY, FO",1,LOAD,False,1800.0
NAESJ-DT022,,TEST1,14:00-14:30,2026-01-12,15:00-16:30,2026-01-12,DAGROFA LOGISTIK,RINGSTED,KÆRUP PARKVEJ 5 DK-4100 RINGSTED,4100.0,DGFS,MIDDELFART,LANGELANDSVEJ 17 DK-5500 MIDDELFART,5500.0,10000.0,0.0,13.6,"LIMITED QUANTITY, FO",1,LOAD,False,1800.0
NAESJ-DT654,,TEST1,12:00-12:00,2026-01-16,00:01-23:59,2026-01-19,VELUX A/S,KOLDING,PLATINVEJ 14,6000.0,STARK NAKSKOVTRÆLASTKOMPAGNIET,NAKSKOV,RØDBYVEJ 87,4900.0,0.0,16.354,0.0,,0,,False,2100.0
NAESJ-DT442,,TEST1,23:59-23:59,2026-01-19,23:59-23:59,2026-01-20,"GS NORDIC SUGAR A/S,  SKOVALLEEN",NYKØBING F,SKOVALLEEN 28 DK-4800 NYKØBING F,4800.0,AALBORG TØRVARECENTER,AALBORG,"HOBROVEJ 461, SKALBORG DK-9200 AALBORG SV",9200.0,18114.0,27.269,9.6,SUKKER DAN SUKKER 2,24,PLL,False,2800.0
NAESJ-DT178,,TEST1,00:01-23:59,2026-01-06,07:00-08:00,2026-01-19,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,AIRTEAM BYGN OL SVANEMØLLENS KASER,KØBENHAVN Ø,RYVANGS ALLÉ 1 DK-2100 KØBENHAVN Ø,2100.0,1500.0,28.08,7.6,-,6,PLT,False,4900.0
NAESJ-DT181,,TEST1,23:59-23:59,2026-01-19,23:59-23:59,2026-01-20,"GS NORDIC SUGAR A/S,  SKOVALLEEN",NYKØBING F,SKOVALLEEN 28 DK-4800 NYKØBING F,4800.0,COOP NON FOOD CENTER,ODENSE S,HESTEHAVEN 51,5260.0,15586.0,23.396,8.8,GLUKOSE SIRUP DAN SU,22,PLL,False,1500.0
NAESJ-DT332,,TEST1,00:01-23:59,2026-01-05,00:01-23:59,2026-01-06,EUROPEAN HOUSE OF BEDS - DENMARK A,HORSENS,MARSALLÉ 25 DK-8700 HORSENS,8700.0,RTC BRØNDBY,BRØNDBY,ABILDAGER 14 DK-2605 BRØNDBY,2605.0,1326.0,20.481,0.0,HB / VIVA III / LUX,86,LOAD,False,3000.0
NAESJ-DT118,,TEST1,00:01-23:59,2026-01-05,08:00-11:00,2026-01-06,EUROPEAN HOUSE OF BEDS - DENMARK A,HORSENS,MARSALLÉ 25 DK-8700 HORSENS,8700.0,DRØMMELAND A/S,SOLRØD STRAND,"TRANEHOLMVEJ 2, 1.4 DK-2680 SOLRØD STRAND",2680.0,1751.0,14.562,0.0,GAVL / MASTERBED SEL,43,LOAD,False,3000.0
NAESJ-DT283,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,GEIA FOOD,HORSENS,C/O DSV SUB WHS - PORT 418-420 MOSSVEJ 27,8700.0,NETTO DISTR. CENTER KØGE,KØGE,MIMERSVEJ 1,4600.0,7892.0,28.14,10.0,Food and Beverage,31,EUR,False,8100.0
NAESJ-DT334,,TEST1,00:01-23:59,2026-01-06,07:00-08:00,2026-01-19,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,AIRTEAM BYGN OL SVANEMØLLENS KASER,KØBENHAVN Ø,RYVANGS ALLÉ 1 DK-2100 KØBENHAVN Ø,2100.0,2250.0,55.89,13.6,-,9,PLT,False,6200.0
NAESJ-DT784,,TEST1,00:01-23:59,2026-01-06,07:00-08:00,2026-01-19,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,AIRTEAM BYGN OL SVANEMØLLENS KASER,KØBENHAVN Ø,RYVANGS ALLÉ 1 DK-2100 KØBENHAVN Ø,2100.0,2500.0,57.96,13.6,-,10,PLT,False,6200.0
NAESJ-DT883,,TEST1,00:01-23:59,2026-01-05,00:01-23:59,2026-01-06,GODSHOTELLET SJÆLLAND A/S,VORDINGBORG,MARIENBERGVEJ 70 DK-4760 VORDINGBORG,4760.0,NORMAL WAREHOUSE DK8002 - HEDENSTE,HEDENSTED,KILDEPARKEN 36 DK-8722 HEDENSTED,8722.0,9835.0,2.736,0.0,GODS,19,PLL,False,1000.0
NAESJ-DT714,,TEST1,00:01-23:59,2026-01-05,00:01-23:59,2026-01-06,GODSHOTELLET SJÆLLAND A/S,VORDINGBORG,MARIENBERGVEJ 70 DK-4760 VORDINGBORG,4760.0,REMA DISTRIBUTION A/S - MARSALLE 3,HORSENS,MARS ALLE 32 DK-8700 HORSENS,8700.0,3162.0,2.448,0.0,GODS,17,PLL,False,1000.0
NAESJ-DT844,,TEST1,00:01-23:59,2026-01-05,00:01-23:59,2026-01-06,L'OREAL GREVE,GREVE,GREVE MAIN 21 DK-2670 GREVE,2670.0,NORMAL WH HEDENSTED,HEDENSTED,KILDEPARKEN 36 DK-8722 HEDENSTED,8722.0,10992.0,34.56,0.0,COSMETICS,24,IPL,False,1000.0
NAESJ-DT468,,TEST1,00:01-23:59,2026-01-05,00:01-23:59,2026-01-06,L'OREAL GREVE,GREVE,GREVE MAIN 21 DK-2670 GREVE,2670.0,NORMAL CENTRAL WAREHOUSE,HORSENS,"EGESKOVVEJ 15, PORT 28 DK-8700 HORSENS",8700.0,10827.0,41.76,0.0,COSMETICS,29,IPL,False,1000.0
NAESJ-DT471,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-07,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,TE5 BOLIG SYD - ATT. GL VVS,KØBENHAVN SV,TEGLHOLMSGADE 25-27 RING V/ANK,2450.0,1350.0,30.136,6.6,-,6,CLL,False,4500.0
NAESJ-DT030,,TEST1,07:00-13:00,2026-01-06,00:01-23:59,2026-01-06,DANSK SUPERMARKED,ISHØJ,INDUSTRIBUEN 2 DK-2635 ISHØJ,2635.0,SALLING TERMINAL TAULOV,FREDERICIA,PRINSESSENS KVARTER 1,7000.0,0.0,0.0,13.6,,1,LOAD,False,2300.0
NAESJ-DT438,,TEST1,07:00-13:00,2026-01-06,00:01-23:59,2026-01-06,DANSK SUPERMARKED,ISHØJ,INDUSTRIBUEN 2 DK-2635 ISHØJ,2635.0,SALLING TERMINAL TAULOV,FREDERICIA,PRINSESSENS KVARTER 1,7000.0,0.0,0.0,13.6,,1,LOAD,False,2300.0
NAESJ-DT388,,TEST1,07:00-13:00,2026-01-06,00:01-23:59,2026-01-06,DANSK SUPERMARKED,ISHØJ,INDUSTRIBUEN 2 DK-2635 ISHØJ,2635.0,SALLING TERMINAL TAULOV,FREDERICIA,PRINSESSENS KVARTER 1,7000.0,0.0,0.0,13.6,,1,LOAD,False,2300.0
NAESJ-DT538,,TEST1,07:00-13:00,2026-01-06,00:01-23:59,2026-01-07,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER HERLEV,HERLEV,HERLEV HOVEDGADE 43,2730.0,0.0,0.0,2.8,MØBLER,0,PLL,False,3600.0
NAESJ-DT464,,TEST1,07:00-13:00,2026-01-06,00:01-23:59,2026-01-07,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER TÅRNBY,KASTRUP,KIRSTINEHØJ 60,2770.0,0.0,0.0,1.7,MØBLER,0,PLL,False,3200.0
NAESJ-DT970,,TEST1,07:00-13:00,2026-01-06,00:01-23:59,2026-01-07,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,ILVA LYNGBY,LYNGBY,GL. LUNDTOFTEVEJ 5 DK-2800 LYNGBY,2800.0,0.0,0.0,5.9,MØBLER,0,PLL,False,4900.0
NAESJ-DT209,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,HAUGEN-GRUPPEN DENMARK A/S,GREVE,KILDEBRØNDEVEJ 44 F DK-2670 GREVE,2670.0,REITAN DISTRIBUTION A/S,HORSENS,MARSALLE 32 DK-8700 HORSENS,8700.0,6080.0,0.0,3.2,EUROPALL,8,PLL,False,1600.0
NAESJ-DT763,,TEST1,08:00-13:00,2026-01-12,08:00-13:00,2026-01-13,AUGUST FALLER A/S,HVIDOVRE,HAMMERHOLMEN 1,2650.0,NOVO NORDISK A/S,HJØRRING,W.BRÜELSVEJ DK-9800 HJØRRING,9800.0,1260.0,4.608,1.6,PHARMA EMBALLAGE,4,PLL,False,1500.0
NAESJ-DT343,,TEST1,00:01-08:26,2026-01-06,00:01-23:59,2026-01-07,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,ØLAND A/S - BRØNDBY HOVEDLAGER,BRØNDBY,PARK ALLÉ 366 DK-2605 BRØNDBY,2605.0,3400.0,0.0,13.6,VENTILATION,17,PLT,False,6200.0
NAESJ-DT733,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-07,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24500.0,0.0,13.6,PAKKER EKSTRA,1,LOAD,False,2300.0
NAESJ-DT575,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,BEST FRIEND DENMARK A/S,HASSELAGER,BIRKEGAARDSVEJ 3 DK-8361 HASSELAGER,8361.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,3229.0,0.0,4.4,UNSPECIFIED GOODS,13,PLL,False,5100.0
NAESJ-DT824,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-07,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,24500.0,0.0,13.6,PAKKER,1,LOAD,False,7000.0
NAESJ-DT979,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-07,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24500.0,0.0,13.6,PAKKER EKSTRA,1,LOAD,False,2300.0
NAESJ-DT945,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,HAUGEN-GRUPPEN DENMARK A/S,GREVE,KILDEBRØNDEVEJ 44 F DK-2670 GREVE,2670.0,NETTO I/S BRABRAND,BRABRAND,ROSBJERGVEJ 35 LEV. ML. 07:00-14:0 DK-8220 BRABRAND,8220.0,2962.0,0.0,13.2,EUROPALL,33,PLL,False,2700.0
NAESJ-DT013,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-07,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,24500.0,0.0,13.6,PAKKER,1,LOAD,False,7000.0
NAESJ-DT445,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-07,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24500.0,0.0,13.6,PAKKER EKSTRA,1,LOAD,False,2300.0
NAESJ-DT500,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,JAN IMPORT A/S,HADSTEN,OVER HADSTENVEJ 82 DK-8370 HADSTEN,8370.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,2187.0,0.0,3.2,UNSPECIFIED GOODS,8,PLL,False,4500.0
NAESJ-DT840,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,JAN IMPORT A/S,HADSTEN,OVER HADSTENVEJ 82 DK-8370 HADSTEN,8370.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,378.0,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,3100.0
NAESJ-DT964,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GS/NORDTHY A/S/NORDTHY A/S,THISTED,HÅNDVÆRKERVEJ 3-7 DK-7700 THISTED,7700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,1487.0,0.0,1.6,UNSPECIFIED GOODS,8,PLL,False,3400.0
NAESJ-DT685,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-16,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,3181.0,0.0,1.6,UNSPECIFIED GOODS,16,QPL,False,3800.0
NAESJ-DT663,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 11 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,5388.0,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,5300.0
NAESJ-DT609,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,JAN IMPORT A/S,HADSTEN,OVER HADSTENVEJ 82 DK-8370 HADSTEN,8370.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,260.0,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,3100.0
NAESJ-DT197,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,NOPA NORDIC A/S,HOBRO,FINN THOSTRUP ENGEN 1 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,6464.0,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,5300.0
NAESJ-DT608,,TEST1,00:01-23:59,2026-01-06,07:00-08:00,2026-01-19,ØLAND A/S,AABENRAA,KLIPLEV ERHVERPARK 19 MAN-TORS 6-15.30 FRE 6-13.45,6200.0,LUNDBECK - ATT. AIRTEAM,VALBY,CARL JACOBSENS VEJ 22 RING V/ANK,2500.0,1300.0,22.592,6.1,-,7,CLL,False,4400.0
NAESJ-DT992,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,15359.0,0.0,13.2,UNSPECIFIED GOODS,96,CLL,False,8700.0
NAESJ-DT457,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,22053.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DT243,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,24236.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DT583,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,25344.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DT205,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,25344.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DT672,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-12,9029 DKI KØGE,KØGE,MIMERSVEJ 5 DK-4600 KØGE,4600.0,NETTO BRABRAND SPOT,BRABRAND,ROSBJERGVEJ 37 ÅRSLEV DK-8220 BRABRAND,8220.0,40000.0,0.0,4.8,NON FOOD,12,PLL,False,1700.0
